x,y,senti,text,topic,created_at
5,5,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Wed May 03 23:54:38 +0000 2017
6,5,0.0,"RT @Salon: According to the CDC, 58 babies in the U.S. were born with birth defects related to Zika as of April 11 https://t.co/m9fFvZTW3J",Infection source,Wed May 03 23:54:53 +0000 2017
7,5,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus - Fox News.   Smh https://t.co/h65g05xZ1k,Infection source,Wed May 03 23:55:03 +0000 2017
8,5,0.0,"Researchers advance low-cost, low-tech Zika virus surveillance tool https://t.co/mGdSWJWwzY #nerdnews #news #geeks… https://t.co/lb4zBMtJJs",research,Wed May 03 23:55:04 +0000 2017
9,5,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Wed May 03 23:55:13 +0000 2017
10,5,0.0,#Zika #Fight: Bacteria-laden #Mosquitoes #Unleashed in #Florida to #Combat #Virus https://t.co/X8mLoEKHKB #Bacterialaden,Infection source,Wed May 03 23:55:14 +0000 2017
11,5,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/g8JkU4H23f brandnaware https://t.co/QPhra86fah,Infection source,Wed May 03 23:55:19 +0000 2017
12,5,0.0,"3Novices:Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/TNKArO14VO May 04, 2017 at 04:58AMFor inf…",children,Wed May 03 23:55:26 +0000 2017
13,5,0.0,"Researchers advance low-cost, low-tech Zika virus surveillance tool #health #abouthealth #All4TodayHealth https://t.co/5IYBC0Trc7",research,Wed May 03 23:55:27 +0000 2017
14,5,-0.325,RT @DavidArmstrongX: Nasty dispute between CDC and Puerto Rico officials may be masking true extent of Zika cases https://t.co/zhyhxRWG0d,research,Wed May 03 23:55:28 +0000 2017
15,5,0.0,"Researchers advance low-cost, low-tech Zika virus surveillance tool https://t.co/PoMQUL86Fm",research,Wed May 03 23:55:32 +0000 2017
16,5,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/uAiHgaZMqO,Infection source,Wed May 03 23:55:33 +0000 2017
17,5,0.0,Keep unleashing hell until hell have no end. Smh They create this ☠ all of it!! https://t.co/6mYNdvwIGC,children,Wed May 03 23:55:48 +0000 2017
18,5,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/GVVNIX6ExT #foxnews #fox #news,Infection source,Wed May 03 23:56:06 +0000 2017
19,5,0.0,THR: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/LJMQDVcqh3 (FOX),Infection source,Wed May 03 23:56:12 +0000 2017
20,5,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/NGBkFIlRra #news,Infection source,Wed May 03 23:56:22 +0000 2017
21,5,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Wed May 03 23:56:29 +0000 2017
22,5,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Wed May 03 23:56:34 +0000 2017
23,5,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/EjHBbikZnV #politics,Infection source,Wed May 03 23:56:39 +0000 2017
24,5,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Wed May 03 23:56:58 +0000 2017
25,5,0.13636363636363635,"RT @Conservatexian: New post: ""Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus"" https://t.co/f4yLO5haDD",Infection source,Wed May 03 23:56:59 +0000 2017
26,5,0.8500000000000001,RT @MistaBRONCO: BRILLIANT LOL https://t.co/jkG5rdFwCj,others,Wed May 03 23:57:21 +0000 2017
27,5,0.0,https://t.co/drQX09tFCZ - Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus -… https://t.co/L1j6Iahavo,Infection source,Wed May 03 23:57:29 +0000 2017
28,5,-0.3125,"Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus, if you know what i mean",Infection source,Wed May 03 23:57:29 +0000 2017
29,5,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus #BellevueGazette #LatestNews https://t.co/f0QUF9IS4V,Infection source,Wed May 03 23:57:35 +0000 2017
30,5,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus |  https://t.co/tYzX3aNAI5,Infection source,Wed May 03 23:57:53 +0000 2017
0,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Wed May 03 23:57:58 +0000 2017
1,6,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Wed May 03 23:58:01 +0000 2017
2,6,0.1898989898989899,"RT @XHNews: New test easily, rapidly detects #Zika at low cost: study https://t.co/dKymWl9L2b https://t.co/t9f3OhTclG",travel,Wed May 03 23:58:02 +0000 2017
3,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Wed May 03 23:58:16 +0000 2017
4,6,0.0,RT @NathanDWilsonFL: Breaking News: It's on again Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus - Fox News  ht…,Infection source,Wed May 03 23:58:18 +0000 2017
5,6,0.0,Foxnews #Headlines Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/PyyGKUPych,Infection source,Wed May 03 23:58:21 +0000 2017
6,6,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/m3pJrEZVq7,Infection source,Wed May 03 23:58:23 +0000 2017
7,6,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/kiCitvCfHF @FoxNEWS,Infection source,Wed May 03 23:58:36 +0000 2017
8,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Wed May 03 23:58:40 +0000 2017
9,6,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/GXbFn9lD9E,Infection source,Wed May 03 23:58:40 +0000 2017
10,6,0.0,"Researchers advance low-cost, low-tech Zika virus surveillance tool: Using loop-mediated… https://t.co/Ooy8sW8Ngr",research,Wed May 03 23:58:47 +0000 2017
11,6,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus - Fox News https://t.co/v4Epa65x6A,Infection source,Thu May 04 00:03:30 +0000 2017
12,6,0.0,RT @annedecker: 🤔Who comes up with these bright💡Ideas? https://t.co/1BFUKqh15m,children,Thu May 04 00:03:39 +0000 2017
13,6,0.13636363636363635,"RT @Conservatexian: New post: ""Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus"" https://t.co/f4yLO5haDD",Infection source,Thu May 04 00:03:49 +0000 2017
14,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:03:56 +0000 2017
15,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:04:14 +0000 2017
16,6,-1.0,"MOAR HORRIBLE NEWS FOR #WOMEN, PROBS: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat viru... https://t.co/3iYGXQmip2",social media,Thu May 04 00:04:18 +0000 2017
17,6,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/asgsqKUet3,Infection source,Thu May 04 00:04:19 +0000 2017
18,6,0.0,Noticia: El sitio web Zika Care Connect brinda a las familias acceso a ... - https://t.co/MSJYEX8reu https://t.co/ePoW3JPkyX,social media,Thu May 04 00:04:29 +0000 2017
19,6,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/WnOosCEgpn,Infection source,Thu May 04 00:04:34 +0000 2017
20,6,0.2857142857142857,"The Zika Virus could be on its way out if these mosquitoes do their job right
https://t.co/ln1S75zp2s",travel,Thu May 04 00:04:42 +0000 2017
21,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:04:45 +0000 2017
22,6,0.0,"Researchers advance low-cost, low-tech Zika virus surveillance tool https://t.co/LZckFU63XE",research,Thu May 04 00:04:48 +0000 2017
23,6,0.0,"Researchers advance low-cost, low-tech Zika virus surveillance tool https://t.co/dhUdOAgxpG",research,Thu May 04 00:05:03 +0000 2017
24,6,0.0,Health CAMPaM Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/wQQYVgPgph,Infection source,Thu May 04 00:05:04 +0000 2017
25,6,0.0,"Researchers advance low-cost, low-tech Zika virus surveillance tool https://t.co/Y6XRNzIcSX",research,Thu May 04 00:05:05 +0000 2017
26,6,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/lmv3eTCeT5,Infection source,Thu May 04 00:05:10 +0000 2017
27,6,0.0,"RT @EcoInternet3: Researchers advance low-cost, low-tech Zika virus surveillance tool: ScienceDaily https://t.co/55eO9Ajxk2 #environment",research,Thu May 04 00:05:47 +0000 2017
28,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:05:47 +0000 2017
29,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:06:02 +0000 2017
30,6,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:06:22 +0000 2017
0,7,0.0,Governor Abbott Participates In Conference Call On Zika Virus https://t.co/KCRWfOhj9L,research,Thu May 04 00:06:29 +0000 2017
1,7,0.16,National Zika Response ‘Highly Commendable and Comprehensive’ https://t.co/xC1Ohmxixg,cost,Thu May 04 00:06:45 +0000 2017
2,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:07:17 +0000 2017
3,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:07:19 +0000 2017
4,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:07:22 +0000 2017
5,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:07:26 +0000 2017
6,7,0.0,"Ah, the law of unintended consequences..... https://t.co/OiTUtPeW6A",cost,Thu May 04 00:07:33 +0000 2017
7,7,0.0,"RT @Salon: According to the CDC, 58 babies in the U.S. were born with birth defects related to Zika as of April 11 https://t.co/m9fFvZTW3J",Infection source,Thu May 04 00:07:34 +0000 2017
8,7,0.2375,"US States Ramp Up Efforts To Fight Zika, Other Mosquito-Borne Illnesses As Warm Weather Approaches https://t.co/XXyXvUBxL6",children,Thu May 04 00:07:44 +0000 2017
9,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:07:49 +0000 2017
10,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 00:07:54 +0000 2017
11,7,0.13636363636363635,Colorado State University pioneers new way to identify Zika virus,Infection source,Thu May 04 03:51:04 +0000 2017
12,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 03:51:31 +0000 2017
13,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 03:51:37 +0000 2017
14,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 03:53:25 +0000 2017
15,7,0.0,"RT @davidbruceconn: As Zika season approaches, states step up efforts to combat virus |  https://t.co/mEGkiIbaLg",social media,Thu May 04 03:53:29 +0000 2017
16,7,0.0,@Plasticdoe @EMcCra2 @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake @lifebiomedguru… https://t.co/gXNZx9TuFc,children,Thu May 04 03:54:02 +0000 2017
17,7,0.0,"Federal money for state-level Zika tracking, prevention may end this sum.. Related Articles: https://t.co/ks6lM6F4Cr",research,Thu May 04 03:54:39 +0000 2017
18,7,0.0,@Plasticdoe @EMcCra2 @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake @lifebiomedguru… https://t.co/pX145VFgrQ,children,Thu May 04 03:55:37 +0000 2017
19,7,0.0,@Plasticdoe @EMcCra2 @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake @lifebiomedguru… https://t.co/xnxwzXx9aa,children,Thu May 04 03:56:20 +0000 2017
20,7,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus https://t.co/fq8KFTWuzL https://t.co/fdBvgTncZv,Infection source,Thu May 04 03:56:40 +0000 2017
21,7,0.5,"Our friend, @morde talks mosquitos, disease and, my favorite, vector control. https://t.co/qTyP25DNYv",others,Thu May 04 03:57:37 +0000 2017
22,7,0.25,"a minha quote favorita de lady gaga é quando ela diz no ep de rupaul

“The last thing I thought would be brought up today is Zika”

iconic",others,Thu May 04 03:57:39 +0000 2017
23,7,0.3666666666666667,"@EdDarrell @180report @vocativ In 1970, the safest and most effective public health weapon in history – DDT – was b… https://t.co/Z2X6XPI9lL",children,Thu May 04 03:58:18 +0000 2017
24,7,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 03:58:31 +0000 2017
25,7,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 03:59:35 +0000 2017
26,7,0.0,Governor Abbott Participates In Conference Call On Zika Virus https://t.co/nGuE0cn2TR,research,Thu May 04 04:00:33 +0000 2017
27,7,0.0,RT @AngelasGardenA: @Plasticdoe @EMcCra2 @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake @lifebiomedguru… ,children,Thu May 04 04:00:45 +0000 2017
28,7,0.0,@AngelasGardenA @Plasticdoe @EMcCra2 @doritmi @AustBastard @itsmepanda1 @toppediatrician @AndersonzTake… https://t.co/3v7uzJlm98,children,Thu May 04 04:00:55 +0000 2017
29,7,0.0,Study on the persistence of Zika virus in body fluids https://t.co/nXa4Q26U8f,travel,Thu May 04 04:01:35 +0000 2017
30,7,0.0,RT @AngelasGardenA: @Plasticdoe @EMcCra2 @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake @lifebiomedguru… ,children,Thu May 04 04:01:40 +0000 2017
0,8,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:01:48 +0000 2017
1,8,0.5,#Travelhealth updates: #HepA #Europe #Hawaii; #dengue #Zika news; #measles/#mumps #Pacific #Africa. More here https://t.co/P48V4KVZaN,cost,Thu May 04 04:01:49 +0000 2017
2,8,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:02:27 +0000 2017
3,8,0.0,Brazilian researchers break genetic code of #Zika protein https://t.co/BCnw3j7FTv via @NatureComms findings in @SciDevNet HT @GHTCoalition,research,Thu May 04 04:04:00 +0000 2017
4,8,0.0,I contributed 14 days to OpenZika through @WCGrid and earned a Bronze badge. Join me! https://t.co/rxYUxIFyxS,children,Thu May 04 04:05:06 +0000 2017
5,8,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 04:05:28 +0000 2017
6,8,0.0,All my followers are ahead of the pandemics. 🐓⚠️🚧 https://t.co/C1w01MqAWd,others,Thu May 04 04:05:52 +0000 2017
7,8,0.2375,"RT @Ennaidcures: #CureTheBite #ZikaCured US States Ramp Up Efforts To Fight Zika, Other Mosquito-Borne Illnesses As Warm Weather... https:/…",children,Thu May 04 04:06:41 +0000 2017
8,8,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:06:42 +0000 2017
9,8,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus via the @FoxNews App https://t.co/c37pbwdlrA,Infection source,Thu May 04 04:07:04 +0000 2017
10,8,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:07:24 +0000 2017
11,8,0.10714285714285714,RT @thelonevirologi: #Zika #ZIKV virus binding and enhancement potential of a large panel of flavivirus murine monoclonal antibodies https:…,children,Thu May 04 04:07:36 +0000 2017
12,8,0.0,RT @NatureRevMicro: Zika virus persistence in the central nervous system and lymph nodes of rhesus monkeys https://t.co/dnyezmy4oc,travel,Thu May 04 04:07:40 +0000 2017
13,8,0.3333333333333333,RT @bactiman63: Zika: Mild epidemic in the US could cost in the hundreds of millions - Outbreak News Today https://t.co/oNvjC5lqXo,cost,Thu May 04 04:07:45 +0000 2017
14,8,0.0,RT @dukenus: ZIKA! @dukenus Asst Prof Julien Pompon's @SciReports study compares zika virus strains from Asia and America… ,cost,Thu May 04 04:09:22 +0000 2017
15,8,0.0,"Federal money for state-level Zika tracking, prevention may end this summer https://t.co/aRpdrfVgev",research,Thu May 04 04:09:45 +0000 2017
16,8,0.1,The potential economic burden of Zika in the continental United States https://t.co/IEbOFDq9Ny,research,Thu May 04 04:10:09 +0000 2017
17,8,0.0,RT @Plasticdoe: @AngelasGardenA @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake @lifebiomedguru… ,children,Thu May 04 04:10:52 +0000 2017
18,8,-0.4,"Government bureaucrats at work, making matters worse. https://t.co/xIsWR5MCca",Infection source,Thu May 04 04:12:41 +0000 2017
19,8,0.0,RT @Plasticdoe: @AngelasGardenA @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake @lifebiomedguru… ,children,Thu May 04 04:12:53 +0000 2017
20,8,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:13:26 +0000 2017
21,8,0.0,@EMcCra2 @SuzieQT11 @AngelasGardenA @Plasticdoe @doritmi @AustBastard @itsmepanda1 @toppediatrician @AndersonzTake… https://t.co/M00X6yoWAw,children,Thu May 04 04:13:35 +0000 2017
22,8,0.05000000000000002,Florida Surgeon General: Why Zika declared emergency but not heroin crisis https://t.co/OkWQiAVhTU,travel,Thu May 04 04:13:49 +0000 2017
23,8,0.05000000000000002,Florida Surgeon General: Why Zika declared emergency but not heroin crisis https://t.co/mCSWYWVqfh,travel,Thu May 04 04:13:49 +0000 2017
24,8,0.0,@AngelasGardenA @Plasticdoe @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake… https://t.co/zjmxuiBgSN,children,Thu May 04 04:13:58 +0000 2017
25,8,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 04:14:57 +0000 2017
26,8,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:15:03 +0000 2017
27,8,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 04:15:25 +0000 2017
28,8,0.3148148148148148,Kind of reminds me of love bugs we got down here https://t.co/clpz49UDNO,Infection source,Thu May 04 04:15:43 +0000 2017
29,8,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:16:00 +0000 2017
30,8,-0.08750000000000002,"Also, I was basically advised to fill the hot tub with insect repellent because Zika will destroy everyone I love.",social media,Thu May 04 04:16:42 +0000 2017
0,9,0.0,People come up with the strangest conspiracy theories https://t.co/f2iEmRlzRB,cost,Thu May 04 04:18:08 +0000 2017
1,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:18:36 +0000 2017
2,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:18:57 +0000 2017
3,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:19:44 +0000 2017
4,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:22:38 +0000 2017
5,9,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 04:23:21 +0000 2017
6,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:23:23 +0000 2017
7,9,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 04:23:38 +0000 2017
8,9,0.0,"#Europe: Brazil: Thousands of families still living with Zika virus, one year on https://t.co/Wst7BkWteg",social media,Thu May 04 04:24:44 +0000 2017
9,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:25:58 +0000 2017
10,9,0.16,Cost of Zika outbreak in the United States could be high,research,Thu May 04 04:26:35 +0000 2017
11,9,0.0,@SuzieQT11 @Plasticdoe @EMcCra2 @doritmi @AustBastard @itsmepanda1 @toppediatrician @AndersonzTake @lifebiomedguru… https://t.co/h3OeqKpzwu,children,Thu May 04 04:29:38 +0000 2017
12,9,-0.125,Infected Mosquito Trial Launched Against Zika and Other Mosquito-Borne Diseases #enviroment https://t.co/WRQGyCWRhI,research,Thu May 04 04:30:12 +0000 2017
13,9,-0.125,Infected Mosquito Trial Launched Against Zika and Other Mosquito-Borne Diseases #enviroment https://t.co/WRQGyCWRhI,research,Thu May 04 04:30:12 +0000 2017
14,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:30:29 +0000 2017
15,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:30:39 +0000 2017
16,9,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 04:32:34 +0000 2017
17,9,0.0,Governor Abbott Participates In Conference Call On Zika Virus https://t.co/60fHUHD7S3,research,Thu May 04 04:32:53 +0000 2017
18,9,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 04:34:28 +0000 2017
19,9,0.3125,@StephenAtHome You're as funny as Zika!,social media,Thu May 04 04:35:00 +0000 2017
20,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:37:20 +0000 2017
21,9,0.0,RT @NABRorg: #Newsweek Op-Ed Explains How #Primates are Key to #Zika Vaccine Development https://t.co/DPpuFM1zjz #AnimalResearch… ,cost,Thu May 04 04:37:37 +0000 2017
22,9,0.3333333333333333,RT @CDCgov: Where is Zika? How can you protect your baby if you are pregnant? Learn all in our #ZAPzika chat w the experts. Wed… ,social media,Thu May 04 04:38:18 +0000 2017
23,9,0.0,RT @ChelseaClinton: Helpful resource for parents &amp; teachers to help teach kids about how to protect themselves from mosquito-borne dise… ,children,Thu May 04 04:38:22 +0000 2017
24,9,0.0,Springfield man being tested for Zika virus https://t.co/3ixZRDL49H,research,Thu May 04 04:39:04 +0000 2017
25,9,0.0,Cuba's Zika battle @Brandon_Banal,children,Thu May 04 04:41:27 +0000 2017
26,9,0.0,"Researchers advance low-cost, low-tech Zika virus surveillance tool https://t.co/uCYzaK6AyD",research,Thu May 04 04:41:38 +0000 2017
27,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:43:46 +0000 2017
28,9,0.0,@Plasticdoe @AngelasGardenA @EMcCra2 @doritmi @AustBastard @itsmepanda1 @SuzieQT11 @toppediatrician @AndersonzTake… https://t.co/pajI4LoUX9,children,Thu May 04 04:44:57 +0000 2017
29,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:45:03 +0000 2017
30,9,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:46:42 +0000 2017
0,10,0.0,Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus #zika #Florida #science  https://t.co/2ll6Qh7G75,Infection source,Thu May 04 04:46:48 +0000 2017
1,10,-0.5,RT @RealJamesWoods: Zika fight: Bacteria-laden mosquitoes unleashed in Florida to combat virus / What could possibly go wrong? EndOfDays ht…,Infection source,Thu May 04 04:47:09 +0000 2017
2,10,0.0,@Asderathos @180report @vocativ #DDT can't save us from #Zika. https://t.co/9yW9Va3PpW,Infection source,Thu May 04 04:47:31 +0000 2017
